day_of_year,month,humidity,wind_speed,pressure,cloud_cover,previous_temp,temperature
26,1,32.31921812028375,17.645710732347098,1025.2489242262645,28.68353507800525,21.534141672127326,40.15234895424303
27,1,63.46777331763907,24.633059086215212,1004.838982583228,85.77352554000531,16.478613772725886,34.314428695898165
28,1,60.303391646143794,7.009982979895325,1007.3078873474183,84.1171009222311,8.209870819504733,36.50237787497441
29,1,89.61590525753539,13.681594860555336,1016.5626176953584,93.4491951263577,25.64906165027617,35.46736484827846
30,1,70.89970654191568,4.127929691578494,990.5390563838239,38.971971570117745,10.75321208406013,32.82097023770227
31,2,63.4176470289684,11.034198456040414,1011.588041896262,1.5835279058453056,28.502714794965026,34.78239289193034
32,2,62.296773300577776,23.858085998522288,989.7470665913427,62.58208310682072,13.925647819354149,33.09733934383887
33,2,46.0884699317765,3.976166927995589,996.2435004718112,89.91766569966015,14.135102575053974,43.429942284338786
34,2,30.766611660262882,19.427623903822795,1016.1529053886723,10.743969634783813,20.84763126382783,39.84636578933237
35,2,42.50613935904519,21.90498560333765,1033.6082086126064,82.77928839499215,29.777585412452552,43.21760310321078
36,2,74.98208785731956,13.70576224272524,1034.9680976165728,0.1785300999833428,17.133733181431936,31.98661054940832
37,2,43.039437059154686,20.345045801643348,998.034321220645,73.231569155344,19.53144061987051,40.66488231098573
38,2,54.01986018914344,12.144049815000287,992.3159024783903,49.32856050799527,17.953900262188352,38.43515111141406
39,2,30.242725733384937,10.12715035750938,1010.9294668168708,90.82623515104375,10.690640568797109,42.98279913658274
40,2,83.95310243711347,13.631808939927721,1007.0687429866906,87.49846584434752,14.918364381276032,33.14381144920801
41,2,40.03997026899359,6.479095579410722,1003.9717228900843,4.649864630414468,30.002075541386255,44.5681821809278
42,2,47.39395479664606,9.07218558526195,1023.4235242860921,49.81493259908799,30.54589472854721,45.4714032934497
43,2,87.22159000875386,9.023652617018595,1020.484459171338,24.206740926821812,14.119985706140078,33.00716559682477
44,2,63.1364026414475,24.733400168115693,1013.0913119830954,43.93914817718861,30.08253292433009,38.79981803310257
45,2,85.06476601378151,9.708751182517322,1016.0729587497816,6.630108126221678,8.379365453179505,29.85165854729539
46,2,71.5816158512642,7.263978139053001,1014.0927148745305,36.05557666731845,25.247390568164896,37.55911507523606
47,2,78.21511157852072,23.6146437099668,1018.8437250994149,40.85326026709263,8.615613345347594,32.19864550686376
48,2,35.94721432909797,5.187393553794244,1031.390339434796,0.38918215682993695,18.2251780288323,41.87208086291312
49,2,65.17434838947176,24.213428824077575,1032.3334156104622,47.45188755777349,17.905903295337485,36.099421031677736
50,2,63.005195359522745,21.626161736929074,1033.9747728365828,89.46260595149352,18.438731627523268,36.47150838757108
51,2,86.63705948503724,16.88234715198073,1027.9859764012135,6.076489275422148,30.58815987393632,33.659342013985786
52,2,53.48216383592025,11.839581990766636,990.2370964320615,94.47634930331607,16.454110557736456,40.433886259356846
53,2,68.88196436846886,6.5365269368045436,1007.5836484009371,48.93166887048882,8.433764690190213,34.822826293047356
54,2,33.85135675245773,4.44267230789049,1024.0790798936987,21.05936848251393,10.648122532206308,44.58922667437553
55,2,55.196067072197366,4.384533114921544,999.7166663302656,96.91022050626789,25.98239945278385,43.99278741747707
56,2,50.99736250678343,10.03026404989892,1015.3361670611916,47.35163598650636,11.084103492158397,39.92901574335855
57,2,39.76298238957937,11.364412778957432,987.7620502848641,43.69147162837468,9.40900226499491,40.87508461795513
58,2,83.06197674823991,23.245333829720796,995.1816754847954,37.6470100378547,12.68865767378842,30.149557753817465
59,2,54.66400115077031,14.333230410630962,1005.0110222969303,88.13366030231815,31.466300761965883,46.565126120462224
60,2,93.6186124867294,24.784508085245438,988.5096668800669,12.992556249059572,18.671051584380308,28.28630489430482
61,3,68.34946004568967,18.58042763583203,1006.216373563466,21.046471056187656,11.554390851196112,34.92435579681068
62,3,69.32865649894033,5.364775049606847,996.5055648947882,28.322046715984172,23.803545909205596,37.57357790879385
63,3,71.4697777512416,14.732048345927652,1028.0887329141306,6.242776577638864,17.06378122814765,35.40325865453657
64,3,73.96926584783124,5.665522054075448,1000.9405980582262,84.40738296176059,21.267297609389693,39.973381076452355
65,3,39.801221245943964,2.901659316740239,1004.0362971005069,48.861795660717654,31.903784873696406,48.20220279950148
66,3,58.620375367232185,23.70710487492799,1025.1014658968008,60.15902679101225,24.778833750549015,40.044688716377024
67,3,45.57165751891902,9.770642252017709,1012.9833973899086,88.5478414886922,20.83741246169854,46.21866429632294
68,3,56.16238937675881,6.360478117372004,987.5043514431519,49.475161275655374,31.95962678812345,46.626564170108004
69,3,36.28576610556347,4.3412079076118335,995.8788678679687,27.62958997807391,20.135460375387083,45.71770012537309
70,3,92.90882331817339,16.99923684888075,1015.5435890450899,53.123098867908936,18.868551193466438,33.52488568543306
71,3,43.975262428132204,12.606427844561416,994.9682289138854,50.023814709965094,28.414652110557213,44.985226584392684
72,3,73.66473556973352,2.268546523741329,997.4156228469753,29.88253758255781,30.99368788066686,44.77330906382584
73,3,49.52730529613957,18.449170675642762,1016.1467273845547,23.176757226198152,25.26748733295124,44.622491986945384
74,3,86.8150066997178,7.903623630244267,1009.7292580836624,35.77990749845292,16.765339704552147,36.27364682120589
75,3,73.04395799199949,19.952833779452334,998.4550533045767,73.50460308530053,17.663592027408935,38.461019812828994
76,3,38.555028027539876,13.237932773684339,1012.959986453964,16.53296273284862,8.213164049684924,40.93530564668182
77,3,84.92983085684594,14.31836327046063,1016.6873943488632,99.60795109291708,13.754379644338965,36.81832264175212
78,3,91.42163112442367,12.515551843011027,986.9686231248825,23.526370800601693,26.646072736011146,35.027987913353414
79,3,88.75459123273524,17.547583957339675,998.6923445950721,27.265075590271714,19.73395601526117,33.68686965509744
80,3,67.03174461085302,24.771038981716575,1000.3855233466496,12.287320036243921,28.556051138765802,36.64065525600771
81,3,39.45489699446025,20.351070454570756,1028.9360455117073,39.18620922557319,24.082489561878617,44.12668831934823
82,3,42.51012717294161,3.5893427353790686,987.5661827502466,37.1855024461739,21.586701753017262,46.52130559367829
83,3,90.31386950839408,13.380450929055806,1002.356710148772,68.18173923670679,27.340027310840973,37.779200330409
84,3,65.90122169837215,7.3886153492222535,994.7275158624448,89.6036364274816,19.948068787735068,39.58785385338413
85,3,41.735912399179256,4.355175731184393,1019.7570246232013,24.78671474297388,24.013559272738693,46.980779782255425
86,3,87.46369812277055,6.489037405104691,1025.5617103400618,80.93919642845538,19.75423723183804,40.65645095505475
87,3,71.70216083946124,7.706629528989161,987.8718612742116,30.82865694022129,16.46089140638492,37.176946709577386
88,3,67.03012784079752,24.07374336477589,1028.1650969866023,40.672799669030546,26.36029052453732,39.97519821213605
89,3,54.458709348444806,19.131888041517705,1019.7980223205024,12.827479544278674,9.707446056445537,36.36396138697653
90,3,56.71209334021344,21.618292425684785,995.8489422007805,89.27281175674098,31.45228866796736,45.30078559514065
91,4,45.56679882431992,18.072914055848045,1030.7916374753527,37.3314225142921,31.05940817895768,44.38777969389164
92,4,32.47372363493054,9.260044888471047,999.6521160019008,70.0870300035392,27.929505564348972,48.15418381678136
93,4,86.95422252710262,10.995426356054761,1024.4232553317488,2.643635366649999,19.21993729519597,34.529244432829486
94,4,60.40246409291625,12.13567436110589,988.7479807289058,69.71198990010919,18.79959956910061,44.84623267625157
95,4,65.5962879488928,8.74837050900487,1007.8024483726973,22.631330498160253,17.65852347330413,38.77417555041025
96,4,50.94061513571464,11.693178364884062,1010.2877638410877,45.14681487233913,19.022441756300612,41.51626037959365
97,4,78.83611979057031,19.737296565449068,1029.8292827022574,67.37884352104142,13.321460212093694,37.17631922097746
98,4,31.637796602114424,3.741178812299295,1026.8262821091243,17.071964898599155,27.178551527775348,49.82661905656239
99,4,54.19204271673826,8.361220877105465,1012.3192125214197,52.718197812739454,29.145532354759432,47.80864704830087
100,4,31.972769134967255,13.017598543085787,987.5768043737858,83.57175121512095,20.017235538170517,46.038171971275716
101,4,37.987986643325605,17.553168535303403,1006.498876775891,16.340724909913362,28.471512428879,43.113945352480485
102,4,92.8646353008289,16.856353574719975,1003.764631676863,46.761099892894165,14.99941257379205,32.4297282257472
103,4,72.75444745250343,18.67466806763081,1034.7747208789187,18.405480335109935,28.629076584957193,39.56606288069012
104,4,57.83431601531629,4.421028379493369,1019.0359455450676,14.33103477620481,31.358281848913485,44.961100938113496
105,4,64.04310701418122,6.157316501655501,1005.2528023595584,48.999622613989644,24.090277505143327,43.886457871273294
106,4,86.73259855671034,9.10654567219879,1003.2408048351011,45.66647053682454,31.108154744617423,36.44587696751678
107,4,52.373693354741704,8.478817220995001,1023.3789672796349,64.3835066943611,25.42566141791552,44.52054722726855
108,4,68.36891384883145,19.378592821863624,989.7889887925209,85.78002113753365,24.64264344313199,39.955458255157694
109,4,74.43948426707034,24.846309316488618,1025.850890860163,70.65903753190119,19.353597048859967,38.45928930130764
110,4,53.10189550652828,17.711636751338673,1018.5450268947747,33.63306931998663,9.436220064713183,39.77503810497031
111,4,63.74140162223936,2.7600684349747766,1006.7649055885403,48.609037318475664,11.006621877825514,39.61010601069135
112,4,79.74107991310396,8.844670786006539,1020.5165268298871,67.37701011287936,27.86696653158286,38.96877554198155
113,4,89.09665540938576,20.469626742822502,1004.8907229882035,83.87231941217044,12.358574257593578,34.645794801374365
114,4,39.819048074993006,23.259821765838037,992.1586407569035,68.27512343712804,24.472816794917627,45.443942384234155
115,4,90.67226049998285,15.682980842940704,1005.8469957536505,50.25832344276758,11.842494069325557,36.15494587448361
116,4,30.336626278003088,10.022918500330633,987.5683381527158,13.347135071952842,26.12445259595401,46.03433753631262
117,4,78.94353773385401,10.167721554145803,989.35574329275,86.82921784634341,30.936952631471883,42.642634015015645
118,4,82.68424397062094,16.569103865069643,1006.9509087771826,28.136508670117056,22.83765436395333,33.338531050793314
119,4,38.889663350267796,21.87638445786907,1026.253724528026,40.50849117304921,8.933338488497343,40.27159518570302
120,4,57.22873730935704,9.839121406522462,995.1835785794536,88.45992131545344,25.688577395605478,42.84392907889084
121,5,82.99165806967797,6.386056048200439,1010.0408374165974,20.733740344671116,19.420359092326137,35.00589195767374
122,5,30.92762732949969,2.0641816212608104,1033.9474218936134,91.38277379629866,28.778774335166588,50.959929916003155
123,5,70.85002661130889,5.161829491659688,1026.372575998362,22.909669994009306,11.574779241470079,36.379189008388835
124,5,81.54653777637222,21.577320968300796,1030.0962475358094,8.721882495776445,14.735973150035843,32.04175069044396
125,5,63.34523288344355,16.365447418637405,1018.7484013277801,51.36131969259213,30.06109457097704,40.41441587754651
126,5,77.18021233582067,24.784657797948633,1014.4536003413363,79.53171070804342,28.09351400131237,38.1639189124725
127,5,44.717526375314364,3.5976211891563667,1014.092206563583,40.238955012492006,29.818836705734903,46.1140286196409
128,5,42.903874619523734,10.41837585994439,1015.0617952506282,84.27373510961625,20.495274175325303,45.18689297377224
129,5,53.603251785772855,20.301312060582266,1008.2487327505327,39.635271928686336,24.184855020318366,41.93704763758009
130,5,41.661391791864524,17.207746389432188,1003.0312862477211,81.50925283935955,30.38869377752677,45.94666150014012
131,5,52.4939935423111,3.5334267180585393,996.9344434180684,11.275414258824778,23.83852907330194,41.611588892447664
132,5,91.62806399170296,11.233119986935835,988.2652806882065,28.337302577169787,10.097817944617402,29.724621485204302
133,5,67.26662664472286,16.66555006966218,1003.4566579984598,12.248261255994674,11.716016338674862,33.75489030095291
134,5,52.104424382354594,17.818350930230732,1023.4950029393407,73.96086160409543,8.063209357392997,39.505197888699996
135,5,47.649100287571045,12.388898192380573,1012.63431302246,46.96103843070982,10.672707294198803,38.48634286712875
136,5,91.88256689598894,6.327854446205006,993.1993905804504,65.56084106630524,8.65318068257068,33.03966294921778
137,5,58.89108362706236,24.216327605742272,1025.710149217543,23.83808202946095,17.23517849390575,37.90504441273884
138,5,93.72565880723832,12.729520108250094,987.0731736076737,73.46761593383036,22.799536306502993,34.2484493237534
139,5,63.50897349190761,18.498899877101554,1031.5563645765283,99.27977642468868,28.667503192732145,40.41193533633513
140,5,63.87579838670456,14.301028843248234,1017.5902586738681,7.9059051468734705,17.808260836853854,33.21101190554883
141,5,88.27513404154004,3.855942669597707,1012.8055438232734,31.88087413042825,11.860454290544894,31.29357510511515
142,5,78.27988218397758,7.443939073778354,1005.6304197820831,86.94201442885682,29.814264342778372,38.90393069093073
143,5,67.74243615043346,3.44958323520229,1026.2515514506435,85.16297589159578,30.0063563248437,43.1082947560553
144,5,57.73221774935679,6.387885516907355,985.3391145520816,87.20336926716327,31.45849790023501,42.20536521397649
145,5,87.08221086218823,6.604295658898375,985.7956696901921,22.65889367288989,8.564883012001733,28.847079630159975
146,5,56.756999743947745,11.541790389315166,1011.0157380197642,56.315489265875684,22.17978789156104,41.21303082636976
147,5,89.9793724509504,9.39904339862638,999.8534856111548,8.608362299179673,23.132768593228672,29.756840415284014
148,5,34.466497887921,10.338722932099147,1005.0775900870924,43.10180151632193,20.82260908080802,44.00318931150292
149,5,57.9497960235756,20.788404883038115,1011.829919509714,57.61331569564846,12.508737635817754,36.1820768137117
150,5,63.76846329206083,2.4912786179732276,987.1886743773863,25.855155046891465,30.09722521489829,36.60969177294859
151,6,91.81098271282023,4.378095590387826,1034.1530477875876,42.21286919009124,20.87947073088681,32.94022553867958
152,6,46.31495103320928,20.579469283916513,1018.8820492272805,36.61918823997292,8.891336316688468,34.749582733261505
153,6,82.39254457203708,14.281197190256723,989.9446594990995,8.463775704835408,16.309453393391557,27.470732342996303
154,6,73.97062799990857,12.094457093855473,1021.9305099519474,6.8529212702587605,25.45586526716547,30.885165984307825
155,6,76.610583778273,8.148297309493902,1011.6450374720944,78.11089812495239,12.86783875198812,31.327849621983884
156,6,70.92544188461324,14.47336433579803,1019.3473354156008,0.2927823696432186,26.635228848216798,33.76177833705373
157,6,93.1514460500027,7.095959334665567,1021.8854501090932,98.61402890827151,13.03993555778628,30.678122927553936
158,6,51.62429484873611,21.74229637986828,1034.5682898212058,89.71114033307792,18.38465424005134,38.191281766107075
159,6,55.887911379159085,20.95291299473302,990.9200091667608,98.72866677641677,15.017774728912965,33.868515325025356
160,6,43.189263893878554,9.402570308858547,1034.8108429149302,78.56281396022615,11.064340458168822,39.06600054469073
161,6,33.29576359269758,2.5634940028251023,1008.8429070792064,0.2467856062267182,29.212464006796495,41.90089359764555
162,6,43.83903267339705,22.41635836339772,995.0471200859939,11.597083370099782,16.172899418743125,31.743719736206018
163,6,89.50518581305403,8.869451295873866,1003.6804585965939,31.868392645810307,26.03510548080693,27.76798870781105
164,6,84.61097311529534,17.108139054074854,1003.2159243686375,18.136719575991435,29.389813122057536,30.092422576178347
165,6,37.306373197017635,21.737577077602655,1029.767605712456,6.048512959533225,14.787461462286196,35.5469355573175
166,6,69.24563664559625,20.362323872002225,1011.2144618524443,91.69740311864433,8.133546519755262,29.29866369244
167,6,61.14777216782561,21.83752366327041,988.33583735627,91.02392424589392,20.60489931219388,33.40853979752621
168,6,68.65451658173811,13.25009243412259,1020.7437697056369,76.70385544983446,13.651091037009877,33.34288565878479
169,6,72.85287542958912,21.372736001723123,1009.8887226025514,25.305250941026237,28.973628988761863,33.15978839132827
170,6,49.93286690777667,12.606589374542391,1025.7301956691965,85.23467088330833,11.954770550778564,34.89342599061555
171,6,92.4878049078697,8.067807637278028,987.3228964682322,81.91742011880872,25.312642871894326,30.480982527397362
172,6,60.279602278973115,13.062230076439342,1028.2502140427532,32.36323572600887,8.616233181869507,33.82037302231493
173,6,70.82655556621894,9.714063683172803,1029.6430877259227,12.765692380325167,14.505491193356445,29.765167478427845
174,6,71.28970195348136,19.644376868069074,985.411718857003,13.557246687699243,12.723121633418838,27.98501998155234
175,6,41.952810773129926,21.129303540330742,1008.8460298371753,40.895988316982965,28.450708066836363,32.79730283719023
176,6,34.02125218016432,5.246848122173635,991.0788380809972,83.21266024530723,22.379064914070266,42.55121148736841
177,6,56.74859352736837,5.78181642653999,1011.4709947639483,7.63384451184762,23.83169331800523,33.61580415600039
178,6,79.66195574850046,10.824210137697024,989.4596673068373,42.9712380070999,9.97550507369116,23.375804628214482
179,6,82.98941623896516,12.65558655758544,1029.3522377355998,35.45918680674372,15.406965604084576,27.83524522201097
180,6,77.44930118513423,23.995394540701007,994.182123571015,89.23790505573828,29.419087706358717,30.99890558750965
181,7,37.358321914139495,23.658918290503983,1018.4098001507595,15.2948959258001,22.7171163338037,35.552625842824895
182,7,89.36806599951797,24.241933244882233,1017.6786606428143,65.55818711906011,26.183228445550892,27.543052641450128
183,7,82.13237756982345,18.784374945084956,1001.0409189015026,32.299849566573414,20.04234462804574,25.05616825053122
184,7,87.04993883221968,17.576224599047144,995.7234969610189,64.65181143486714,12.92705481234453,22.844106186854006
185,7,64.01476994338653,8.218996500889139,1030.7620198215807,82.22309773537916,29.935072807788323,34.51273953759975
186,7,89.51630328154761,10.571056107668012,986.9898279760972,82.46348724210712,14.333163891798765,24.97811141743949
187,7,33.032395467002665,2.06171605166406,997.7060442021516,84.55192257223187,12.080138575891478,38.194046477276025
188,7,31.96877420555413,21.15797034111589,1001.335710963893,29.261776060254075,23.57366235935187,33.77642302785395
189,7,31.314012268149547,8.349956684111284,1014.2085073682406,27.589155802059274,10.070700516417277,34.387440892731654
190,7,46.42996406690966,3.8234650083274744,1003.4595522522752,12.266539396870613,26.35048731950671,35.46545778879619
191,7,46.15703525858389,9.258596301327902,990.5681680112097,25.53351740101015,25.08965208093934,33.50596980554388
192,7,42.187716733137826,9.432909691550059,1013.5167747910123,11.935222706137905,17.197042258731468,35.36684295435647
193,7,66.85862819505073,18.651669623699757,1021.2042500291017,78.40010856365957,20.362472187993895,31.93867976681853
194,7,32.53407966714795,2.131253500998727,1020.2391422406931,4.731814493933573,19.68668320454663,33.95970708692073
195,7,68.37521140926536,7.290310586422119,1009.4794512360313,19.17081763060603,9.792296954327742,24.766914541082038
196,7,40.790724948069105,22.618793277310576,1000.3428014325387,79.01613952041915,9.91089631822155,28.482022032713918
197,7,74.06179105687511,21.66215074691666,985.5132532351746,76.84779552731162,16.457531834069247,22.809007987408993
198,7,31.36989803885292,16.467720057469407,1011.6399397113245,97.34891462159328,8.156761928649601,34.40867391005441
199,7,50.18706280845767,14.855847559586845,1016.4271236550713,38.36089775187946,12.453081980951122,27.300243363333955
200,7,90.9921836461999,7.1202032095756635,1007.0628988141225,4.510492290615975,16.773822075862874,19.52072451310632
201,7,64.9957646920209,22.127242022272874,1032.9607429060964,80.81744362835536,23.052833613536453,28.007244789181886
202,7,82.7531811785388,19.496594113710398,995.1117501689656,28.62865261594235,20.375511624506128,22.47856110886249
203,7,72.77169530476218,13.79745113645046,1025.7052696602427,77.31649716525239,12.16757254567354,24.97434180245778
204,7,69.6988010648792,5.703420874795728,1020.938960920622,1.9368055464977219,26.22545849674359,26.535439170876888
205,7,42.431424205518326,6.964301741438276,1029.9662837130722,3.4808304026900383,27.06585016344359,33.855632004128665
206,7,67.33565863675739,10.72375105460659,1031.2276827009548,59.8105265159078,23.906875861026048,29.084908631349755
207,7,32.579617199835,9.615866365103077,996.8359398348875,68.41104895005408,24.510421443285658,35.48931470301828
208,7,82.10818633097176,3.4042891908242177,1031.0904527390264,56.19879491319916,14.082854941451712,25.6749389503556
209,7,92.40460960670146,11.346656406938623,1005.1614132836069,53.22046039188333,28.119500961180282,21.246846526238727
210,7,85.51058963721994,12.320497334133433,1018.9539971069394,59.71151413429481,22.042249310244884,23.441870439710893
211,8,33.296126987793976,8.602836378808378,1032.6448171420664,13.094073309254483,12.259222254063289,29.823229712252676
212,8,52.0129054197142,10.83896658862357,1014.7679072225019,6.362485737735579,24.42439814743004,29.43676553080817
213,8,50.67020786104835,9.644687179496481,1014.1464380963462,34.94014312021396,23.057567576986738,30.331854300406174
214,8,37.32660446198655,10.66721982691777,988.5427917589325,54.777966723042816,21.648193027398715,29.853944616939977
215,8,70.72976825632787,16.237712378514548,1014.8325252529589,24.886130744886515,19.303565822442447,24.424037624372193
216,8,81.83478139881166,13.438605987235558,997.0557807823507,17.9014129787183,26.4045536708037,19.722386958535985
217,8,50.39189568014585,6.544557060501825,1004.4128192877683,44.63839330415951,25.520123274947284,31.43808324311214
218,8,86.08260026971776,20.29097209226609,1003.8928516902652,40.96955274613957,22.13735433658328,19.51757133081683
219,8,81.81324933499843,13.803289529669492,1033.667632579958,26.87013996478337,9.609635327514752,17.741576047779887
220,8,38.39396619583111,12.542389494172925,1016.8897664241305,92.7036742221984,13.567002021994165,29.095617146232218
221,8,79.8458451879801,18.40688272590466,1021.2482625803578,94.29544877788281,31.49323411821633,24.51275807935519
222,8,87.37034679362469,19.299172941310932,993.638246901779,4.678700055621143,17.6595590367767,15.918509399192002
223,8,42.82336703906353,21.528368503126483,1000.2142310413908,48.00681561325112,23.19042074407001,26.38555429158039
224,8,67.28667666740401,20.658672768502495,1028.8731945711884,23.775672179653174,11.158346359228451,20.755267001840195
225,8,71.51874779143668,17.387350289426195,991.0120093514403,33.61029447682207,21.712750363352654,19.03418693317625
226,8,69.60672673701899,18.585974907113535,1032.6558859843205,2.847788959222586,22.61014524496982,21.189872256724055
227,8,36.25596904582282,5.6139180041442724,1006.370353777865,8.008205388819945,26.290215167871708,30.23481209276644
228,8,72.9774449659717,18.082823578758145,1004.4973547495866,3.352168331235761,31.254103632022805,18.69552651576688
229,8,71.07705710416872,7.852529770280176,1010.7320833548841,12.566342863656521,18.944409244717274,21.892688317699676
230,8,83.55255678513093,7.930222295924244,1007.1627867623503,64.9265033911897,15.504352161352259,18.39826689514318
231,8,82.22832544347133,4.763030507724597,1008.5266157101382,7.833995087786294,11.834137931998027,14.439481501655765
232,8,51.26593351562262,11.128907604630248,1006.1992930225007,88.59670344928954,16.0227167525819,25.964373464730663
233,8,76.933076640226,2.457186651850777,1020.0880561613354,80.26059719061026,18.642360538015804,23.41714615109842
234,8,86.37277019220313,17.110529317836633,998.8146770873059,26.923826942458017,31.14146973497217,20.070634473722862
235,8,88.04160428240132,19.206361494592652,993.3246801336918,69.15130461607934,20.269795955697433,16.686136030286388
236,8,40.49830125155495,19.837639586764634,1006.7268603147653,95.19480754141179,24.200947237635848,30.906049415212777
237,8,31.735652755608502,4.96382573030167,989.4149683302091,11.624723119371339,25.605402196362604,31.603888123776013
238,8,72.30248382244486,16.74499227758653,1007.3688366207548,56.006953106182856,8.327916536596774,19.651486050265916
239,8,43.95395772834462,21.28074444967771,1009.7168806252107,46.55589287718948,13.590667087699721,25.469409930195532
240,8,66.6411320773595,2.8273017153414353,1024.2168922597912,31.0322328586374,20.96725970206392,24.10600689970039
241,9,91.41229443744466,6.4474806956027,990.4522557033264,28.79459408764702,9.375658315671014,13.735282808884817
242,9,54.6557755764169,8.15884349817104,1004.8438708104762,8.649686502424892,11.615865150072455,22.423353159101616
243,9,46.43034577497994,12.625645303552151,1024.0277991269838,64.70816452971575,26.061642537400413,29.32391958565574
244,9,59.67315324752151,5.959799272496127,1001.9127660224942,19.772257564794092,24.178035033417395,23.94682340407392
245,9,72.72085436259769,14.394053543780249,1026.8110304271568,42.27298607472325,11.325415710096062,18.145142830759333
246,9,36.57143291055282,9.910890085765773,1020.9195926815056,92.81089194618086,10.831143705650533,26.02266879108055
247,9,54.73800962753528,17.067540587136385,987.086073286305,34.82645336018961,28.23864531443179,24.265663187144387
248,9,38.69187727450397,14.220464779524239,1004.2639287489311,31.61771597517079,19.337832619099792,26.071730663459093
249,9,73.0590044049265,17.784852911083583,1023.3183826899768,93.24772712162756,15.586670818109209,18.489691772471396
250,9,83.98591459710696,7.665844135996297,1011.3269775030865,58.357259956811994,25.261187494521764,20.168628031424085
251,9,54.49549579157086,18.262583120421237,1018.643965028687,57.05156308176874,24.05584083425616,24.878096991799076
252,9,54.16205693033719,18.896638254478717,1034.5013422970721,22.238043165558963,31.862687192107114,24.263194003480663
253,9,65.06890783158325,18.60525280048561,1018.7627536858639,64.1217043564611,10.483851776732156,20.23223885440542
254,9,43.978755676476084,3.574351820966632,1012.3024490745223,37.917254408105414,26.44442633539859,29.006981691609127
255,9,46.08162345509011,23.761457700569125,1027.3058016923426,54.38029939654295,19.04341756814103,21.4455019667695
256,9,51.44039841335692,15.267868564149158,1006.5105245052249,39.76772306563633,13.954372325585673,21.245689516183443
257,9,59.73267037898413,8.263338776241666,985.5207562044393,8.105851466246516,19.961130221270935,21.187711999710697
258,9,35.29954491966727,11.985140222219883,998.6237576289394,87.76851940658513,8.491140753864602,27.23895522743606
259,9,78.92758886385536,13.904835730588413,1014.7363371417231,69.17679576995059,10.989647829705014,19.044088981464235
260,9,67.63854733790153,13.908702376591986,1032.4123890276724,95.82331541121664,10.611315069021986,18.184129664144898
261,9,49.48010173788258,7.703044841904738,1015.3567734396385,30.647282028388112,24.61443682529505,25.13294622563242
262,9,35.040527202815184,8.094178643406314,999.1853428014479,28.14417405505204,25.00064134668016,28.486423617939142
263,9,79.60676184109627,10.362522384475886,1034.6603879902552,13.563163410656276,13.850224504384515,18.085035701259514
264,9,38.520134238935846,19.96127086475607,1005.0078229740132,30.570819208935962,15.372936906722714,25.279773890140497
265,9,38.658431752729086,12.061213150615929,996.3901831160276,32.50896576272193,26.54290932828752,25.077388978342622
